t_index  term         df      
5495     ivoirian     6       
5496     ivoirit      2       
5497     ivon         2       
5498     ivori        51      
5499     ivorian      27      
5500     iwo          2       
5501     izetbegov    1       
5502     ja           3       
5503     jack         20      
5504     jacket       6       
5505     jackhamm     2       
5506     jacki        4       
5507     jackson      4       
5508     jacksonvil   2       
5509     jacob        1       
5510     jacobson     1       
5511     jacqu        7       
5512     jag          8       
5513     jagdishthandra 1       
5514     jagland      3       
5515     jai          1       
5516     jail         55      
5517     jailbreak    1       
5518     jaim         5       
5519     jaisalm      1       
5520     jakarta      1       
5521     jake         25      
5522     jalpataua    5       
5523     jam          13      
5524     jamal        6       
5525     jambiya      1       
5526     jame         56      
5527     jami         2       
5528     jan          42      
5529     jana         1       
5530     janata       3       
5531     jane         9       
5532     janel        1       
5533     janet        16      
5534     janett       2       
5535     jang         2       
5536     jangonibi    1       
5537     janiss       3       
5538     janitor      1       
5539     jankov       1       
5540     januari      22      
5541     japan        64      
5542     japanes      36      
5543     jarcob       1       
5544     jason        1       
5545     jauntier     1       
5546     javier       7       
5547     jay          3       
5548     jayantil     1       
5549     jayn         5       
5550     jayshre      1       
5551     jaysukhlalani 1       
5552     jazeera      3       
5553     jazera       1       
5554     jd           1       
5555     jdc          1       
5556     jealous      1       
5557     jean         56      
5558     jeann        1       
5559     jeanni       2       
5560     jeb          2       
5561     jeep         11      
5562     jeevan       1       
5563     jeff         4       
5564     jefferson    15      
5565     jefford      2       
5566     jefri        1       
5567     jehangir     1       
5568     jelena       8       
5569     jen          4       
5570     jenna        2       
5571     jenni        1       
5572     jennif       44      
5573     jeopard      1       
5574     jeopardi     2       
5575     jerica       1       
5576     jerk         1       
5577     jerom        3       
5578     jerri        10      
5579     jerrold      1       
5580     jersey       19      
5581     jerudong     1       
5582     jerusalem    10      
5583     jess         2       
5584     jessi        2       
5585     jesu         2       
5586     jet          19      
5587     jethwa       1       
5588     jew          5       
5589     jewel        1       
5590     jewelri      3       
5591     jewish       12      
5592     jhonni       1       
5593     jiang        7       
5594     jiddah       1       
5595     jig          1       
5596     jihad        21      
5597     jihadi       1       
5598     jihadist     2       
5599     jim          51      
5600     jima         2       
5601     jimen        1       
5602     jimmi        10      
5603     jing         1       
5604     jiri         11      
5605     jiten        1       
5606     jitsukawa    1       
5607     jo           9       
5608     joachim      1       
5609     joan         4       
5610     job          103     
5611     jobe         1       
5612     jobless      2       
5613     jochamowitz  2       
5614     jockey       1       
5615     jocular      1       
5616     jodi         3       
5617     joe          5       
5618     joel         1       
5619     joerg        1       
5620     jog          1       
5621     johann       1       
5622     johansson    3       
5623     john         135     
5624     johnashcroft 6       
5625     johnn        1       
5626     johnni       1       
5627     johnson      14      
5628     join         117     
5629     joint        31      
5630     jointli      1       
5631     joke         16      
5632     jolt         8       
5633     jon          14      
5634     jonathan     12      
5635     jone         14      
5636     jong         2       
5637     jordan       11      
5638     jordanian    4       
5639     jorg         3       
5640     joschka      2       
5641     jose         16      
5642     joseph       43      
5643     josh         1       
5644     joshi        1       
5645     joshua       3       
5646     josip        1       
5647     jospin       1       
5648     jostl        2       
5649     journalist   37      
5650     journey      19      
5651     journeyni    1       
5652     joust        2       
5653     jovanov      1       
5654     jovic        1       
5655     joy          12      
5656     joyou        4       
5657     joyous       1       
5658     joyrid       1       
5659     joytosna     3       
5660     jr           26      
5661     jrm          1       
5662     jtf          2       
5663     juan         17      
5664     juana        1       
5665     juarez       1       
5666     jubil        13      
5667     judd         4       
5668     judg         63      
5669     judgement    1       
5670     judgeship    1       
5671     judgment     9       
5672     judi         3       
5673     judici       24      
5674     judiciari    12      
5675     judith       4       
5676     juelu        1       
5677     jug          1       
5678     juggler      1       
5679     jugic        1       
5680     jukic        1       
5681     jul          1       
5682     juli         60      
5683     julio        4       
5684     jumbl        2       
5685     jump         18      
5686     jumper       1       
5687     junction     1       
5688     june         41      
5689     jung         5       
5690     jungl        1       
5691     junior       9       
5692     junk         10      
5693     junta        23      
5694     jurenovich   3       
5695     jurgua       1       
5696     juri         14      
5697     jurisdict    2       
5698     jurisprud    1       
5699     jurist       1       
5700     juror        2       
5701     just         348     
5702     justic       102     
5703     justif       5       
5704     justifi      12      
5705     justin       7       
5706     kafelnikov   29      
5707     kaffu        1       
5708     kahn         4       
5709     kalamazoo    2       
5710     kalashnikov  2       
5711     kalemegdan   1       
5712     kalmen       1       
5713     kaluga       1       
5714     kamarau      1       
5715     kamikaz      3       
5716     kamisar      1       
5717     kan          4       
5718     kandahar     3       
5719     kansa        14      
5720     kansara      1       
5721     karachi      3       
5722     karadich     1       
5723     karadjordjev 1       
5724     karadz       3       
5725     karamo       1       
5726     karat        1       
5727     karen        1       
5728     karim        12      
5729     karin        2       
5730     karisma      1       
5731     karita       1       
5732     karl         2       
5733     karol        3       
5734     karuth       1       
5735     kashmir      2       
5736     kasich       1       
5737     kasra        1       
5738     katarina     1       
5739     kathi        1       
5740     kathia       3       
5741     kathleen     4       
5742     kati         3       
5743     katmandu     1       
5744     katzenbach   1       
5745     kay          5       
5746     kcep         3       
5747     kearney      1       
5748     keedysvil    1       
5749     keef         1       
5750     keel         7       
5751     keeler       1       
5752     keen         3       
5753     keep         131     
5754     keith        11      
5755     kelli        2       
5756     kemba        2       
5757     kemp         4       
5758     ken          7       
5759     kendal       1       
5760     kendel       1       
5761     kenedi       19      
5762     kennedi      22      
5763     kenneth      22      
5764     kenni        1       
5765     kent         4       
5766     kentucki     6       
5767     kenya        39      
5768     kenyan       2       
5769     kenzo        3       
5770     kept         63      
5771     kera         1       
5772     kerchief     1       
5773     kerrey       1       
5774     kerri        2       
5775     keshubhai    4       
5776     ketan        1       
5777     kevin        6       
5778     key          73      
5779     keyboard     3       
5780     keyston      2       
5781     kft          1       
5782     kgb          5       
5783     kha          7       
5784     khai         1       
5785     khaldei      1       
5786     khale        4       
5787     khalifa      3       
5788     khamri       1       
5789     khoan        1       
5790     khobar       8       
5791     khou         2       
5792     khouang      1       
5793     ki           1       
5794     kick         14      
5795     kickback     6       
5796     kid          10      
5797     kidnap       31      
5798     kidnapp      6       
5799     kidney       6       
5800     kiefer       4       
5801     kieli        1       
5802     kielli       1       
5803     kill         431     
5804     killer       21      
5805     kilomet      3       
5806     kim          20      
5807     kin          3       
5808     kind         115     
5809     kinda        2       
5810     kinder       1       
5811     king         17      
5812     kingdom      3       
5813     kingsvil     1       
5814     kinship      1       
5815     kipper       1       
5816     kiri         1       
5817     kirk         17      
5818     kirti        1       
5819     kiss         8       
5820     kissimme     1       
5821     kit          12      
5822     kitchen      11      
5823     kitkat       1       
5824     kitti        2       
5825     kktv         4       
5826     klebanov     9       
5827     klempson     1       
5828     kline        2       
5829     klink        3       
5830     kmov         5       
5831     knack        2       
5832     knee         2       
5833     kneel        2       
5834     knew         54      
5835     knez         1       
5836     knife        6       
5837     knippschild  1       
5838     knit         1       
5839     knive        4       
5840     knock        28      
5841     knockout     1       
5842     knot         1       
5843     know         247     
5844     knowingli    1       
5845     knowledg     16      
5846     known        156     
5847     knoxvil      5       
5848     kobe         1       
5849     koch         1       
5850     kofi         13      
5851     kohl         2       
5852     kohut        1       
5853     kokilabehn   1       
5854     koler        3       
5855     koleskinov   1       
5856     kolesnikov   13      
5857     kollek       1       
5858     kolubara     17      
5859     kolubarska   1       
5860     komasagua    1       
5861     komers       2       
5862     komsomolskaya 1       
5863     konan        12      
5864     kone         3       
5865     kong         1       
5866     konsensu     1       
5867     korac        4       
5868     koran        2       
5869     korea        11      
5870     korean       9       
5871     korhogo      8       
5872     kornblum     1       
5873     korton       1       
5874     koryerov     1       
5875     kosovar      3       
5876     kosovo       47      
5877     kosovor      1       
5878     kosovska     1       
5879     kostinitca   1       
5880     kostolac     1       
5881     kostrolot    1       
5882     kostroma     1       
5883     kostunica    103     
5884     kothari      1       
5885     kouassi      1       
5886     kournikova   22      
5887     kovac        1       
5888     kovacev      4       
5889     kragujevac   2       
5890     kraljevo     1       
5891     krall        1       
5892     krasnaya     1       
5893     kratochvil   2       
5894     krauss       1       
5895     kremlin      4       
5896     krin         1       
5897     krishna      1       
5898     kristen      1       
5899     kristi       1       
5900     kristina     1       
5901     krugel       2       
5902     kubikov      1       
5903     kucera       3       
5904     kuchera      1       
5905     kuerten      16      
5906     kuerton      1       
5907     kugel        1       
5908     kuluada      1       
5909     kumamoto     1       
5910     kumbh        3       
5911     kumsomolitz  1       
5912     kuntal       3       
5913     kurd         1       
5914     kuroyedov    5       
5915     kursk        55      
5916     kursumlija   1       
5917     kurti        1       
5918     kusa         1       
5919     kusi         1       
5920     kutch        3       
5921     kuwait       15      
5922     kuwaiti      1       
5923     kvashnin     1       
5924     ky           1       
5925     kyl          3       
5926     kyushu       2       
5927     la           33      
5928     lab          8       
5929     label        7       
5930     labor        23      
5931     laboratori   12      
5932     labori       1       
5933     labu         1       
5934     lac          1       
5935     lace         3       
5936     lacey        1       
5937     lacina       1       
5938     lack         46      
5939     lackey       3       
5940     lacki        1       
5941     ladder       5       
5942     laden        90      
5943     ladi         32      
5944     lae          1       
5945     lafayett     2       
5946     lag          3       
5947     lahat        1       
5948     lahej        5       
5949     lahiri       1       
5950     laid         17      
5951     lain         2       
5952     lair         1       
5953     lake         6       
5954     lakeina      2       
5955     lakiba       2       
5956     lakshmi      3       
5957     lal          1       
5958     lam          4       
5959     lamb         1       
5960     lambast      1       
5961     lambent      1       
5962     lambert      2       
5963     lame         2       
5964     lament       3       
5965     lamont       1       
5966     lamp         2       
5967     lan          2       
5968     lanc         1       
5969     lancast      1       
5970     lanchin      1       
5971     land         53      
5972     landlord     6       
5973     landmark     6       
5974     landmin      1       
5975     landown      1       
5976     landscap     3       
5977     landslid     42      
5978     landstuhl    21      
5979     lane         4       
5980     lang         1       
5981     langdon      1       
5982     langhorn     1       
5983     langston     1       
5984     languag      25      
5985     languish     2       
5986     lans         1       
5987     lanviara     1       
5988     lao          4       
5989     lap          2       
5990     lapdog       1       
5991     lapel        3       
5992     lapentti     1       
5993     laps         16      
5994     laquawensa   1       
5995     lar          3       
5996     lara         5       
5997     lard         1       
5998     larg         115     
5999     larger       33      
6000     largess      1       
6001     largest      83      
6002     laron        1       
6003     larri        34      
6004     larson       3       
6005     lasal        1       
6006     laser        2       
6007     lash         5       
6008     last         507     
6009     latch        2       
6010     late         160     
6011     latecom      2       
6012     latent       2       
6013     later        193     
6014     latest       60      
6015     latham       3       
6016     latifah      1       
6017     latin        18      
6018     latter       2       
6019     laud         4       
6020     lauderdal    2       
6021     laugh        6       
6022     laughter     2       
6023     launch       51      
6024     launder      28      
6025     laundri      1       
6026     laura        4       
6027     lauran       1       
6028     laurent      29      
6029     lauri        1       
6030     lautenberg   6       
6031     laver        11      
6032     lavish       2       
6033     lavishli     1       
6034     law          133     
6035     lawless      6       
6036     lawmak       41      
6037     lawn         5       
6038     lawrenc      10      
6039     lawsuit      2       
6040     lawton       3       
6041     lawyer       72      
6042     lax          7       
6043     laxiti       2       
6044     laxman       3       
6045     lay          24      
6046     layer        5       
6047     layoff       2       
6048     layov        3       
6049     lazarevac    1       
6050     lazi         1       
6051     lazili       1       
6052     lazio        15      
6053     lazo         1       
6054     le           8       
6055     lead         179     
6056     leadem       1       
6057     leader       301     
6058     leadership   34      
6059     leagu        4       
6060     leak         15      
6061     lean         13      
6062     leap         5       
6063     learn        59      
6064     learnt       2       
6065     leas         1       
6066     least        209     
6067     leather      4       
6068     leav         195     
6069     leavenworth  2       
6070     leavitt      1       
6071     lebanes      3       
6072     lebanon      12      
6073     lectur       2       
6074     led          124     
6075     lee          13      
6076     leech        4       
6077     lefortovo    14      
6078     lefrotovo    1       
6079     left         249     
6080     leftist      20      
6081     leftov       4       
6082     leg          39      
6083     legaci       12      
6084     legal        67      
6085     legend       5       
6086     legendari    2       
6087     legion       1       
6088     legisl       36      
6089     legislatur   19      
6090     legitim      12      
6091     legitimaci   11      
6092     lehan        1       
6093     lehrer       3       
6094     leicest      1       
6095     leidig       1       
6096     lend         11      
6097     lender       2       
6098     lendl        1       
6099     length       8       
6100     lengthi      9       
6101     lenienc      4       
6102     lenient      1       
6103     leningradski 2       
6104     lennard      1       
6105     lent         1       
6106     leon         5       
6107     leonard      12      
6108     leposava     1       
6109     leprinc      1       
6110     lesbian      1       
6111     lesion       1       
6112     lesley       1       
6113     lesli        2       
6114     less         95      
6115     lessen       1       
6116     lesser       4       
6117     lesson       14      
6118     lest         1       
6119     let          93      
6120     letdown      1       
6121     lethal       2       
6122     letter       77      
6123     letup        1       
6124     leve         1       
6125     level        106     
6126     lever        3       
6127     leverag      2       
6128     lewi         1       
6129     lewinski     3       
6130     lexington    4       
6131     lg           1       
6132     li           3       
6133     liabil       1       
6134     liar         5       
6135     libbi        2       
6136     liber        29      
6137     liberia      3       
6138     liberti      8       
6139     libido       1       
6140     librari      3       
6141     libya        3       
6142     libyan       3       
6143     licens       19      
6144     lid          1       
6145     lida         1       
6146     lie          45      
6147     lieberman    27      
6148     lien         1       
6149     lieuten      15      
6150     life         134     
6151     lifeless     1       
6152     lifelong     1       
6153     lifestyl     2       
6154     lifetim      4       
6155     lift         90      
6156     light        46      
6157     lightbulb    1       
6158     lighter      2       
6159     lightheartedli 2       
6160     lightli      4       
6161     lightn       4       
6162     like         348     
6163     likelihood   3       
6164     liken        1       
6165     likin        2       
6166     lilic        1       
6167     lima         33      
6168     limb         12      
6169     lime         4       
6170     limit        38      
6171     limousin     10      
6172     limp         5       
6173     limpli       1       
6174     lincoln      7       
6175     linda        7       
6176     lindenhurt   2       
6177     lindi        1       
6178     lindsay      41      
6179     lindsey      2       
6180     line         158     
6181     lineman      1       
6182     liner        2       
6183     lineup       4       
6184     linger       16      
6185     linguist     1       
6186     link         84      
6187     lion         1       
6188     lionel       1       
6189     lioniz       1       
6190     lip          2       
6191     lipent       1       
6192     lippin       1       
6193     lippold      18      
6194     liquid       2       
6195     lir          1       
6196     lisa         17      
6197     lisnard      2       
6198     list         97      
6199     listen       28      
6200     lister       1       
6201     lists        1       
6202     lit          7       
6203     liter        12      
6204     literaci     1       
6205     literatur    2       
6206     lith         1       
6207     liton        1       
6208     litter       3       
6209     littl        162     
6210     litton       6       
6211     littor       1       
6212     liturgi      1       
6213     liv          1       
6214     live         218     
6215     liveliest    1       
6216     liver        1       
6217     ll           6       
6218     llagostera   3       
6219     lleyton      7       
6220     llosa        3       
6221     lloyd        3       
6222     lo           16      
6223     load         50      
6224     loader       5       
6225     loan         22      
6226     loayza       2       
6227     lob          8       
6228     lobbi        7       
6229     lobbyist     1       
6230     lobito       2       
6231     local        100     
6232     locani       2       
6233     locat        49      
6234     lock         19      
6235     locker       1       
6236     lockerbi     2       
6237     lockup       1       
6238     locu         1       
6239     lodg         1       
6240     loft         2       
6241     lofti        2       
6242     loftiest     1       
6243     log          6       
6244     logic        5       
6245     logist       12      
6246     logvinovich  1       
6247     lohna        1       
6248     loi          1       
6249     loit         1       
6250     london       33      
6251     lone         8       
6252     long         236     
6253     longer       65      
6254     longest      6       
6255     longev       1       
6256     longshot     1       
6257     longstand    4       
6258     longtim      26      
6259     look         221     
6260     lookout      3       
6261     loom         7       
6262     loop         1       
6263     loophol      2       
6264     loos         24      
6265     loosen       7       
6266     looser       2       
6267     loot         11      
6268     lopez        6       
6269     lopsid       4       
6270     loran        6       
6271     lord         6       
6272     lore         1       
6273     lorensen     1       
6274     lorenzo      6       
6275     lori         1       
6276     loron        2       
6277     lorri        1       
6278     lose         79      
6279     loser        7       
6280     loss         62      
6281     lost         150     
6282     lot          132     
6283     lott         6       
6284     lotteri      1       
6285     lou          1       
6286     loud         13      
6287     loudli       1       
6288     loudspeak    9       
6289     loug         1       
6290     loui         65      
6291     louisiana    6       
6292     louisvil     4       
6293     lourd        1       
6294     lousi        3       
6295     love         50      
6296     low          57      
6297     lowel        3       
6298     lower        26      
6299     lowest       5       
6300     loyal        16      
6301     loyalist     17      
6302     loyalti      8       
6303     lsd          1       
6304     lt           53      
6305     ltd          2       
6306     lubbock      1       
6307     luci         1       
6308     lucia        2       
6309     luciano      1       
6310     lucio        2       
6311     luck         4       
6312     lucki        20      
6313     luckier      1       
6314     luckiest     3       
6315     lucr         2       
6316     ludwig       1       
6317     lugar        3       
6318     luggag       1       
6319     lui          8       
6320     lukin        1       
6321     lumber       3       
6322     lumberjack   1       
6323     luna         1       
6324     lunch        12      
6325     luncheon     3       
6326     lunchtim     2       
6327     lung         9       
6328     luong        6       
6329     lurid        1       
6330     lurin        1       
6331     lush         1       
6332     lust         1       
6333     luther       2       
6334     lutheran     1       
6335     luxembourg   3       
6336     luxor        2       
6337     luxuri       5       
6338     lvador       1       
6339     lwr          1       
6340     lyhoog       1       
6341     lynch        2       
6342     lyndon       8       
6343     lynn         2       
6344     lyon         1       
6345     lyric        3       
6346     ma           1       
6347     mac          4       
6348     macarthur    1       
6349     macdonald    4       
6350     maceda       11      
6351     macedonia    2       
6352     machaca      3       
6353     machet       6       
6354     machin       23      
6355     machineri    4       
6356     machinist    1       
6357     mack         8       
6358     macon        1       
6359     mad          4       
6360     madden       1       
6361     maddock      1       
6362     made         296     
6363     madelein     42      
6364     madelin      4       
6365     madinat      1       
6366     madison      3       
6367     madix        1       
6368     madra        4       
6369     madrassah    1       
6370     madrid       14      
6371     maelstrom    1       
6372     mafia        3       
6373     magana       6       
6374     maganbhai    4       
6375     magazin      13      
6376     mager        1       
6377     maggi        1       
6378     magic        2       
6379     magistr      3       
6380     magnanim     3       
6381     magnat       3       
6382     magnet       1       
6383     magnifi      4       
6384     magnific     1       
6385     magnitogorsk 2       
6386     magnitud     59      
6387     magnu        14      
6388     magnum       4       
6389     mahajan      2       
6390     mahatma      1       
6391     mahesh       1       
6392     mahmood      1       
6393     mahmoud      1       
6394     mahogani     1       
6395     mahopac      1       
6396     mahur        3       
6397     maiden       1       
6398     mail         22      
6399     maim         3       
6400     main         122     
6401     mainagashev  1       
6402     mainland     1       
6403     mainli       17      
6404     mainstay     1       
6405     maintain     48      
6406     mainten      19      
6407     mainupl      1       
6408     maj          5       
6409     majdanpek    1       
6410     majoli       6       
6411     major        198     
6412     make         275     
6413     maker        8       
6414     makeshift    16      
6415     maketa       1       
6416     makeup       1       
6417     malaysia     4       
6418     malaysian    3       
6419     malca        1       
6420     malcolm      2       
6421     male         2       
6422     malevol      4       
6423     malfunct     13      
6424     malhotra     1       
6425     mali         3       
6426     malic        2       
6427     maliss       1       
6428     malivai      1       
6429     mall         5       
6430     malnourish   1       
6431     malnutrit    1       
6432     malon        1       
6433     maloney      2       
6434     mama         1       
6435     mamad        2       
6436     mamansk      1       
6437     mammoth      2       
6438     man          210     
6439     manag        88      
6440     manama       4       
6441     mananga      1       
6442     manannikova  1       
6443     manau        1       
6444     manchest     1       
6445     mandat       9       
6446     mandatori    7       
6447     mandela      1       
6448     maneuv       27      
6449     mangal       1       
6450     mangl        12      
6451     mangu        1       
6452     manhattan    10      
6453     manhunt      27      
6454     mani         345     
6455     mania        3       
6456     manifest     1       
6457     manifold     1       
6458     manind       1       
6459     manipul      27      
6460     mann         4       
6461     manner       15      
6462     manorama     1       
6463     mansfield    1       
6464     mansi        1       
6465     mansion      21      
6466     mansoob      1       
6467     mansoon      1       
6468     mantra       4       
6469     manual       2       
6470     manuel       5       
6471     manufactur   12      
6472     maoist       2       
6473     map          8       
6474     maquiladora  1       
6475     mar          20      
6476     maradiaga    1       
6477     maraniss     1       
6478     marat        27      
6479     marathon     6       
6480     marbella     1       
6481     marbl        3       
6482     marburi      1       
6483     marc         23      
6484     marcela      1       
6485     marcelo      2       
6486     march        59      
6487     marchenko    1       
6488     marcher      6       
6489     marci        1       
6490     marco        7       
6491     marg         1       
6492     margaret     4       
6493     margin       26      
6494     margolin     2       
6495     mari         27      
6496     maria        13      
6497     mariam       1       
6498     mariana      2       
6499     mariano      1       
6500     marietta     3       
6501     marija       1       
6502     marijuana    5       
6503     marilyn      4       
6504     marin        39      
6505     mario        9       
6506     marit        2       
6507     maritim      17      
6508     marjanov     2       
6509     mark         85      
6510     market       33      
6511     marketplac   2       
6512     marko        11      
6513     markov       10      
6514     marlborough  2       
6515     marlen       2       
6516     marlin       15      
6517     marlton      1       
6518     marmian      1       
6519     maroon       1       
6520     marquez      15      
6521     marrero      2       
6522     marri        7       
6523     marriag      5       
6524     marroquin    1       
6525     marrow       1       
6526     marsha       1       
6527     marshal      12      
6528     marshallfor  1       
6529     marshallreport 1       
6530     mart         1       
6531     marta        2       
6532     martha       2       
6533     marti        1       
6534     martial      1       
6535     martin       20      
6536     martina      40      
6537     martinez     8       
6538     martyr       3       
6539     martz        1       
6540     marv         1       
6541     marvel       2       
6542     marxist      11      
6543     maryland     3       
6544     masia        1       
6545     mask         5       
6546     mason        3       
6547     masonri      11      
6548     masquerad    1       
6549     masri        2       
6550     mass         41      
6551     massachusett 5       
6552     massacr      6       
6553     masseus      1       
6554     massi        2       
6555     massif       1       
6556     massiv       65      
6557     mast         1       
6558     master       10      
6559     masteri      1       
6560     mastermind   33      
6561     mat          1       
6562     match        70      
6563     matchup      6       
6564     mate         18      
6565     materi       42      
6566     math         1       
6567     mathemat     3       
6568     mathewson    2       
6569     mathieu      1       
6570     matic        4       
6571     matt         1       
6572     matter       77      
6573     matthew      8       
6574     mattingli    1       
6575     mattress     5       
6576     matur        2       
6577     mauresmo     6       
6578     mauricio     1       
6579     mauritania   4       
6580     mauro        1       
6581     mausoleum    3       
6582     max          1       
6583     maxim        2       
6584     maximalist   1       
6585     maximum      34      
6586     may          268     
6587     mayb         39      
6588     mayhem       3       
6589     mayor        30      
6590     maze         2       
6591     mbeki        3       
6592     mcalest      3       
6593     mcarthur     1       
6594     mcauliff     4       
6595     mcavoy       1       
6596     mccain       5       
6597     mccarthi     2       
6598     mcclean      1       
6599     mcclure      1       
6600     mccollum     7       
6601     mccomb       1       
6602     mcconnel     1       
6603     mcdaniel     1       
6604     mcdonald     2       
6605     mcdoogl      3       
6606     mcdougal     12      
6607     mcduff       1       
6608     mcduge       1       
6609     mcenro       2       
6610     mcgwire      2       
6611     mci          1       
6612     mcintosh     1       
6613     mcnamara     1       
6614     mcveigh      1       
6615     md           6       
6616     meager       2       
6617     meal         6       
6618     mean         99      
6619     meaning      2       
6620     meant        22      
6621     meantim      14      
6622     meanwhil     74      
6623     measur       69      
6624     meat         3       
6625     mecca        2       
6626     mechan       10      
6627     mechanicsvil 3       
6628     medal        10      
6629     medalist     5       
6630     media        68      
6631     mediat       17      
6632     medic        92      
6633     medicar      13      
6634     medicin      18      
6635     medina       5       
6636     medinat      2       
6637     mediterranean 6       
6638     medium       6       
6639     meena        1       
6640     meet         171     
6641     megaphon     1       
6642     megawatt     2       
6643     meghann      3       
6644     megrahi      1       
6645     meguid       1       
6646     mehta        3       
6647     mei          1       
6648     mel          67      
6649     mela         3       
6650     melancholi   1       
6651     melbourn     28      
6652     mele         7       
6653     melissa      7       
6654     mell         1       
6655     mellman      1       
6656     melros       1       
6657     melt         3       
6658     melvin       4       
6659     member       205     
6660     membership   4       
6661     memento      1       
6662     memo         5       
6663     memoir       1       
6664     memor        4       
6665     memorandum   1       
6666     memori       58      
6667     memphi       1       
6668     men          217     
6669     menac        1       
6670     mend         3       
6671     menet        1       
6672     mengistu     1       
6673     mensch       1       
6674     mental       15      
6675     mention      37      
6676     mentor       1       
6677     menu         2       
6678     mer          1       
6679     merced       3       
6680     merchant     6       
6681     merci        6       
6682     merciless    1       
6683     mere         17      
6684     merg         3       
6685     merger       2       
6686     meri         2       
6687     merianov     1       
6688     merit        13      
6689     merlin       1       
6690     mermonsk     1       
6691     mermosk      1       
6692     mern         1       
6693     merri        2       
6694     mershon      8       
6695     mesh         2       
6696     mesmer       1       
6697     mess         17      
6698     messag       44      
6699     messeng      1       
6700     met          81      
6701     metal        32      
6702     metallurg    2       
6703     metaphor     3       
6704     meteorolog   6       
6705     meteorologist 3       
6706     meter        2       
6707     method       15      
6708     methodist    2       
6709     methodolog   1       
6710     methyl       1       
6711     meticul      4       
6712     metropolitan 1       
6713     mexican      4       
6714     mexico       34      
6715     mi           2       
6716     mia          12      
6717     miami        14      
6718     miand        1       
6719     micandinov   1       
6720     mich         9       
6721     michael      45      
6722     michal       3       
6723     michel       4       
6724     michella     1       
6725     michigan     18      
6726     mickelson    3       
6727     mickli       1       
6728     microphon    2       
6729     microscop    2       
6730     micunov      1       
6731     mid          35      
6732     midafternoon 1       
6733     midday       11      
6734     middl        133     
6735     mideast      25      
6736     midhar       2       
6737     midnight     19      
6738     midpoint     1       
6739     midsect      3       
6740     midst        7       
6741     midstream    1       
6742     midway       2       
6743     midweek      1       
6744     midwest      3       
6745     midwestern   1       
6746     mif          1       
6747     mift         1       
6748     mig          1       
6749     might        173     
6750     mighti       3       
6751     migrant      2       
6752     migrat       5       
6753     miguel       11      
6754     mihailova    1       
6755     mihajlov     3       
6756     mihdar       3       
6757     miiltari     1       
6758     mik          1       
6759     mike         22      
6760     mikhail      8       
6761     mikhailov    1       
6762     mikilo       1       
6763     miklaszeski  1       
6764     miklaszewski 14      
6765     miklaszweski 1       
6766     mil          19      
6767     milagro      2       
6768     milan        10      
6769     milanko      1       
6770     milanov      2       
6771     mild         7       
6772     mildli       1       
6773     mildr        1       
6774     mile         138     
6775     mileston     2       
6776     milica       2       
6777     milit        38      
6778     militantli   2       
6779     militar      3       
6780     militari     282     
6781     militarili   8       
6782     militia      2       
6783     militiamen   1       
6784     milivoj      1       
6785     milivojev    1       
6786     milk         1       
6787     milken       17      
6788     mill         4       
6789     millenni     1       
6790     millennium   4       
6791     miller       6       
6792     millimet     2       
6793     million      192     
6794     millionair   15      
6795     milo         3       
6796     milosev      134     
6797     milosov      1       
6798     milovan      2       
6799     milroy       1       
6800     milutin      4       
6801     milutinov    9       
6802     milwauke     6       
6803     min          1       
6804     minaret      2       
6805     minc         1       
6806     mind         38      
6807     minder       1       
6808     mindset      1       
6809     mine         47      
6810     minefield    1       
6811     miner        20      
6812     minesweep    1       
6813     ming         1       
6814     mingl        3       
6815     minh         24      
6816     miniatur     1       
6817     minim        3       
6818     minimum      13      
6819     minist       171     
6820     ministri     35      
6821     minivan      1       
6822     minn         3       
6823     minneapoli   2       
6824     minner       1       
6825     minnesota    12      
6826     minnesotan   1       
6827     minor        39      
6828     mint         1       
6829     minu         6       
6830     minut        114     
6831     mira         3       
6832     miracl       10      
6833     miracul      7       
6834     miranda      3       
6835     mirco        1       
6836     miriam       1       
6837     mirjana      9       
6838     mirko        2       
6839     miroljub     1       
6840     miroslav     2       
6841     miroslava    2       
6842     mirror       3       
6843     misappli     2       
6844     miscalcul    1       
6845     misconduct   1       
6846     misconstru   1       
6847     miscu        1       
6848     misde        2       
6849     misdemeanor  8       
6850     miser        4       
6851     miseri       1       
6852     misfir       3       
6853     misfortun    1       
6854     misguid      1       
6855     misha        2       
6856     mishandl     6       
6857     mishap       1       
6858     mishra       1       
6859     misinform    2       
6860     misl         2       
6861     mislead      1       
6862     mismanag     3       
6863     mismatch     4       
6864     misnom       1       
6865     mispronounc  1       
6866     misrepres    1       
6867     misrepresent 1       
6868     misri        1       
6869     miss         154     
6870     missil       55      
6871     mission      55      
6872     missionari   3       
6873     mississippi  13      
6874     missouri     67      
6875     missourian   6       
6876     misspel      1       
6877     misstat      3       
6878     misstep      2       
6879     mistak       32      
6880     mistaken     3       
6881     mistreat     4       
6882     mistress     6       
6883     mistrust     1       
6884     misunderstand 3       
6885     misunderstood 4       
6886     misus        2       
6887     mitch        5       
6888     mitchel      7       
6889     mitic        2       
6890     mitig        5       
6891     mitra        1       
6892     mitrovica    1       
6893     mittman      1       
6894     mix          26      
6895     mixtur       3       
6896     mladic       2       
6897     mladjan      3       
6898     mo           14      
6899     moammar      1       
6900     moan         1       
